Reported case,Reported day,Reported Month,Reported Year,Region of Incident,Number Dead,Minimum Estimated Number of Missing,Total Dead and Missing,Number of Survivors,Number of Females,Number of Males,Number of Children,Cause of Death,Location Description,Information Source,Source Quality,Migration Route,UNSD Geographical Grouping,Latitude,Length
2016-01-20,20,1,2016,2,1,6,1,14,1,1,1,Sickness and lack of access to medicines,"Shemaliya, Suda",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Northern Africa,Northern Africa,19.4022552,27.9053789
2016-01-20,20,1,2016,2,2,6,2,14,1,1,1,Sickness and lack of access to medicines,"Atbara, Suda",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Northern Africa,Northern Africa,17.6922271,33.9762492
2016-01-19,19,1,2016,2,14,6,14,14,1,1,1,Dehydratio,"Sahara Desert, Kurfra, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Northern Africa,Northern Africa,23.2488413,19.7242161
2016-01-19,19,1,2016,6,1,6,1,14,1,1,1,Sickness and lack of access to medicines,"Near Jigjiga, Ethiopia",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Eastern Africa,Eastern Africa,9.3521044,42.7773712
2016-01-18,18,1,2016,1,1,6,1,14,1,1,1,Drowning,"found on Fournoi Island, Greece",Hellenic Coast Guard,5,Eastern Mediterranea,Uncategorized,37.596379,26.424823
2016-01-18,18,1,2016,1,1,8,9,14,1,1,1,Drowning,Channel of Sicily,IOM Italy,4,Central Mediterranea,Uncategorized,37.0930737,11.8610189
2016-01-18,18,1,2016,5,4,6,4,14,1,1,1,Sickness and lack of access to medicines,"In the sea, off the coast of Mombassa, Kenya",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Eastern Africa,Eastern Africa,-4.0597504,39.7015188
2016-01-17,17,1,2016,10,1,6,1,14,1,1,1,Hypothermia,"found in car, on road 2 km from Alakurtti, Russia en route to Finland",The Barents Observer,1,Eastern Europe,Eastern Europe,66.9299814,30.2313597
2016-01-17,17,1,2016,9,1,6,1,14,1,1,1,Sickness and lack of access to medicines,Syrian/Turkish border at Ras al-Ayn (Sri Kaneh) area,Syrian Observatory for Human Rights,4,Western Asia,Western Asia,36.9673013,40.3712527
2016-01-17,17,1,2016,3,1,6,1,14,1,1,1,Unknown,Pima County Jurisdictio,Pima County Office of the Medical Examiner,5,Central America to US,Northern America,31.9652036,-113.0118945
2016-01-16,16,1,2016,9,1,6,1,14,1,1,1,Sickness and lack of access to medicines,Syrian/Turkish border near northern Deir Ezzor province,Syrian Observatory for Human Rights,4,Western Asia,Western Asia,36.7188825,39.4889524
2016-01-16,16,1,2016,1,6,6,6,1,3,2,1,Drowning,"washed up on Samos, Greece",Hellenic Coast Guard,5,Eastern Mediterranea,Uncategorized,37.7394729,26.9239091
2016-01-16,16,1,2016,1,1,6,1,14,1,1,1,Drowning,"washed up on Samos, Greece, in Remataki area",Hellenic Coast Guard,5,Eastern Mediterranea,Uncategorized,37.7394729,26.9239091
2016-01-15,15,1,2016,1,1,6,1,63,1,1,1,Unknown,"after boat reached Farmakonissi, Greece",Hellenic Coast Guard,5,Eastern Mediterranea,Uncategorized,37.2910973,27.073482
2016-01-15,15,1,2016,1,3,6,3,20,1,1,3,Drowning,"off coast of Agathonisi, near Didim, Turkey",Hellenic Coast Guard,5,Eastern Mediterranea,Uncategorized,37.3450251,27.2805163
2016-01-15,15,1,2016,1,4,6,4,9,1,1,3,Drowning,"off coast of Ahmetce area of Ayvacik, Turkey, en route to Lesvos",Daily Sabah,1,Eastern Mediterranea,Uncategorized,39.5280925,26.4957204
2016-01-15,15,1,2016,2,1,6,1,14,1,1,1,Sickness and lack of access to medicines,"Sinai, Egyp",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Northern Africa,Northern Africa,29.5056218,33.9750461
2016-01-15,15,1,2016,2,1,6,1,14,1,1,1,Sickness and lack of access to medicines,"Khartoum, Suda",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Northern Africa,Northern Africa,15.5015341,32.5025561
2016-01-14,14,1,2016,1,6,6,6,14,1,5,1,Drowning,"washed up near Seferihisar, Izmir, Turkey, likely en route to Samos",Reuters,1,Eastern Mediterranea,Uncategorized,37.9563279,26.7408761
2016-01-14,14,1,2016,1,3,3,6,13,3,3,2,Drowning,"ear Ayvacik, Turkey, likely en route to Lesvos",Reuters,1,Eastern Mediterranea,Uncategorized,39.6016207,26.3981865
2016-01-13,13,1,2016,3,1,6,1,14,1,1,1,Hypoglycemia,"In the woods near Falfurrias, Brooks County,Texas, US",Guanajuato Informa and Facebook,3,Central America to US,Northern America,27.0116055,-98.3848503
2016-12-01,12,1,2016,9,1,6,1,14,1,1,1,Sickness and lack of access to medicines,Syrian/Turkish border near Al-Hasaka province,Syrian Observatory for Human Rights,4,Western Asia,Western Asia,36.8585885,40.1905489
2016-12-01,12,1,2016,2,1,6,1,14,1,1,1,Sickness and lack of access to medicines,"Near to Wadihalfa, Suda",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Northern Africa,Northern Africa,21.7950029,31.3237261
2016-12-01,12,1,2016,6,1,6,1,14,1,1,1,Sickness and lack of access to medicines,"Near Las'anod, Somalia",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Eastern Africa,Eastern Africa,8.476128,47.3474798
2016-11-01,11,1,2016,1,3,6,3,13,3,1,1,Drowning,"About 200 meters off the coast of Ayvacik district, Çanakkale  Province, Turkey, likely en route to Lesvos, Greece",Dogan News Agency,1,Eastern Mediterranea,Uncategorized,39.5198918,26.3689895
2016-11-01,11,1,2016,7,1,6,1,14,1,1,1,Fall from trai,"Las Choapas, near Coatzacoalcos, Veracruz, Mexico",NOAT Agencia de Noticias,1,Central America to US,Central America,19.1787635,-96.2113357
2016-11-01,11,1,2016,12,9,6,15,15,1,1,1,Drowning,"Near Terrón de Azúcar, Capurganá, Gulf of Urabá, off the coast of Colombia. Additional bodies found at La Playa, Unguía, Chocó, Colombia, on border with Panama",Santa fe (radio) and Noticias RCN,3,Darien Gap,South America,8.2732015,-77.0478857
2016-11-01,11,1,2016,1,1,8,9,34,9,1,1,Drowning,"Off the coast of close to the coast of Santa Maria di Leuca, southern Italy",IOM Rome and Reuters,4,Central Mediterranea,Uncategorized,39.7927782,18.3508992
2016-11-01,11,1,2016,3,1,6,1,14,1,1,1,Unknown,Pima County (see spreadsheet for exact location),Pima County Office of the Medical Examiner,5,Central America to US,Northern America,31.9652036,-113.0118945
2016-10-01,10,1,2016,10,1,6,1,14,1,1,1,Plane stowaway,"Found at Orly Airport, France. Was on flight from Brazil that landed in Charles de Gaulle on the 10th of January",Daily Mail,1,Western Europe,Western Europe,48.7262433,2.3630585
2016-10-01,10,1,2016,2,2,6,2,14,1,1,1,Sickness and lack of access to medicines,"Aswan, Egyp",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Northern Africa,Northern Africa,23.285107,31.5204557
2016-10-01,10,1,2016,6,2,6,2,14,1,1,1,Sickness and lack of access to medicines,"Humera, Tigray, Ethiopia",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Eastern Africa,Eastern Africa,14.2782317,36.596317
2016-10-01,10,1,2016,2,1,6,1,14,1,1,1,Sickness and lack of access to medicines,"Aswan, Egyp",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Northern Africa,Northern Africa,23.285107,31.5204557
2016-10-01,10,1,2016,2,3,6,3,14,1,1,1,Sickness and lack of access to medicines,"Sahara Desert, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Northern Africa,Northern Africa,26.0200607,16.4371791
2016-10-01,10,1,2016,6,1,6,1,14,1,1,1,Sickness and lack of access to medicines,"Near Wajale, Somalia",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Eastern Africa,Eastern Africa,9.6047166,43.3326101
2016-10-01,10,1,2016,6,1,6,1,14,1,1,1,Sickness and lack of access to medicines,"Near Garowe, Somalia",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Eastern Africa,Eastern Africa,8.4066579,48.4713577
2016-09-01,9,1,2016,9,7,6,7,42,1,1,1,Vehicle Accide,"Western Balikesir province, Turkey",Dogan News Agency,1,Western Asia,Western Asia,39.5071324,27.9384909
2016-09-01,9,1,2016,7,1,6,1,14,1,1,1,Hit by vehicle,"Km. 39 on Highway 'El Ceibo', Tenosique, Mexico",@Ruben FigueroaDH,1,Central America to US,Central America,17.2643417,-91.0018464
2016-09-01,9,1,2016,3,1,6,1,14,1,1,1,Hypothermia,Pima County Jurisdictio,Pima County Office of the Medical Examiner,5,Central America to US,Northern America,31.9652036,-113.0118945
2016-08-01,8,1,2016,9,4,6,4,30,1,1,2,Vehicle Accide,"Ezine–Bayramic road in Canakkale, by/on Harharik Bridge, Turkey",Anadolu Agency,1,Western Asia,Western Asia,39.8136758,26.5558626
2016-08-01,8,1,2016,1,1,6,1,14,1,1,1,Drowning,"Port of Melilla, near a boat that was travelling to Almeria, Spai",Asociación Pro Derechos Humanos de Andalucía,3,Western Mediterranea,Uncategorized,35.2850613,-2.933977
2016-08-01,8,1,2016,3,4,6,4,14,1,1,1,Unknown,"Ranch near Falfurrias, Brooks County, Texas, USA",The Monitor,1,Central America to US,Northern America,27.0116055,-98.3848503
2016-08-01,8,1,2016,1,1,6,1,14,1,1,1,Drowning,"Found on the coast of Lesvos Island, Greece, Mithimna por",Hellenic Coast Guard,5,Eastern Mediterranea,Uncategorized,39.3663305,26.135897
2016-08-01,8,1,2016,6,1,36,36,70,1,1,1,Drowning,Off the coast of Somaliland autonomous region in northern Somalia,IOM Somalia,4,Horn Africa to Yeme,Eastern Africa,10.8362539,45.6400791
2016-08-01,8,1,2016,2,2,6,2,14,1,1,1,Sickness and lack of access to medicines,"Shemaliya, Suda",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Northern Africa,Northern Africa,19.4022552,27.9053789
2016-05-01,5,1,2016,1,36,6,36,8,2,1,3,Drowning,"Washed up on the shore of Ayvalik, and nearby Dikili, Turkey or found in the sea nearby. Most on Ayvalik with 10 -12 on Dikili. Likely en route to Lesvos, Greece","AP, Action Group for Palestinians of Syria",4,Eastern Mediterranea,Uncategorized,39.0776862,26.8860692
2016-05-01,5,1,2016,1,1,6,1,14,1,1,1,Drowning,"Found on Ikaria Island, Greece. Avlaki beach","Hellenic Coast Guard, via IOM Athens",5,Eastern Mediterranea,Uncategorized,37.596379,26.424823
2016-05-01,5,1,2016,1,1,6,1,14,1,1,1,Drowning,"Found on Ikaria Island, Greece. Aginola beach",Hellenic Coast Guard,5,Eastern Mediterranea,Uncategorized,37.596379,26.424823
2016-05-01,5,1,2016,3,1,6,1,14,1,1,1,Skeletal remains,Pima County Jurisdictio,Pima County Office of the Medical Examiner,5,Central America to US,Northern America,31.9652036,-113.0118945
2016-05-01,5,1,2016,3,1,6,1,14,1,1,1,Skeletal remains,Pima County Jurisdictio,Pima County Office of the Medical Examiner,5,Central America to US,Northern America,31.9652036,-113.0118945
2016-04-01,4,1,2016,1,3,6,3,14,1,3,1,Drowning,"Morocco-Spain border, between the towns of Beliones and Benzú","Yabiladi, Público",3,Western Mediterranea,Uncategorized,37.0029535,-1.4279286
2016-04-01,4,1,2016,1,1,6,1,14,1,1,1,Drowning,"Found on Samos Island, Greece","Hellenic Coast Guard, via IOM Athens",5,Eastern Mediterranea,Uncategorized,37.7245805,26.6778283
2016-04-01,4,1,2016,1,1,6,1,14,1,1,1,Drowning,"Found on Fournoi Island, Greece","Hellenic Coast Guard, via IOM Athens",5,Eastern Mediterranea,Uncategorized,37.596379,26.424823
2016-04-01,4,1,2016,1,1,6,1,14,1,1,1,Drowning,"Found on Tinos Island, Greece","Hellenic Coast Guard, via IOM Athens",5,Eastern Mediterranea,Uncategorized,37.5381845,25.1580607
2016-02-01,2,1,2016,7,3,6,3,14,1,3,3,Unknown,Northern Mexico',Tiempo,3,Central America to US,Central America,27.9826499,-103.7840617
2016-02-01,2,1,2016,1,1,6,1,14,1,1,1,Drowning,"Body found on Benzú beach, near the Morocco-Spain border",El Mundo,1,Western Mediterranea,Uncategorized,35.9441719,-5.6963732
2016-02-01,2,1,2016,1,1,6,1,39,1,1,1,Drowning,"Near Agathonisi island, Greece. Boat hit rocks on tiny Nera island next to Agathonisi",IOM Athens and Migrant Repor,4,Eastern Mediterranea,Uncategorized,37.4578641,26.9379225
2016-02-01,2,1,2016,1,4,6,4,14,1,3,1,Drowning,"Found on Fournoi Island, Greece","Hellenic Coast Guard, via IOM Athens",5,Eastern Mediterranea,Uncategorized,37.596379,26.424823
2016-01-01,1,1,2016,2,1,6,1,14,1,1,1,Violence,"Unspecified location, Libya",MHub,2,Northern Africa,Northern Africa,27.0663171,14.3336145
2016-01-01,1,1,2016,2,1,6,1,14,1,1,1,Sickness and lack of access to medicines,"Unspecified location, Libya",MHub,2,Northern Africa,Northern Africa,27.0663171,14.3336145
2016-01-01,1,1,2016,2,6,6,6,14,1,1,1,Starvatio,"Unspecified location, Libya",MHub,2,Northern Africa,Northern Africa,27.0663171,14.3336145
2016-01-01,1,1,2016,2,3,6,3,14,1,1,1,Unknown,"Sahara Desert, Libya",MHub,2,Northern Africa,Northern Africa,26.0200607,16.4371791
2016-01-01,1,1,2016,2,1,6,1,14,1,1,1,Violence,"Unspecified location, Libya",MHub,2,Northern Africa,Northern Africa,27.0663171,14.3336145
2016-01-01,1,1,2016,2,2,6,2,14,1,1,1,Unknown,"Sahara Desert, between Oran, Algeria and Tripoli, Libya",MHub,2,Northern Africa,Northern Africa,28.9228355,9.6592777
2016-01-01,1,1,2016,2,1,6,1,14,1,1,1,Sickness and lack of access to medicines,"Unspecified location, Libya",MHub,2,Northern Africa,Northern Africa,27.0663171,14.3336145
2016-01-01,1,1,2016,2,2,6,2,14,1,1,1,Hypothermia,"Sahara Desert, between Agadez, Niger and Garaboli, Libya",MHub,2,Northern Africa,Northern Africa,27.3499391,9.7366729
2015-12-31,31,12,2015,8,5,6,5,14,1,2,1,Drowning,"At sea, between Venezula and Curaçao",New York Times,1,Venezuela to Curaçao,Caribbea,11.72421,-68.68923
2015-12-31,31,12,2015,10,2,6,2,14,1,2,1,Hypothermia,Bulgaria,Whales Online,1,Eastern Europe,Eastern Europe,43.080295,23.703613
2015-12-31,31,12,2015,5,1,1,1,11,1,1,1,Sickness and lack of access to medicines,"Beitbridge border crossing, Zimbabwe",The Herald,1,Eastern Africa,Eastern Africa,-22.216669,29.999997
2015-12-31,31,12,2015,3,126,6,126,14,1,1,1,Mixed,Texas,Texas county sheriffs and medical examiners,5,Central America to US,Northern America,29.819327526614,-101.13228185
2015-12-31,31,12,2015,6,1,6,1,14,1,1,1,"Shot, Stabbed","Mogadishu, Somalia",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Eastern Africa,Eastern Africa,2.075684,45.353088
2015-12-31,31,12,2015,6,1,6,1,14,1,1,1,"Shot, Stabbed","Tuulo Barwaaqo, Somalia",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Eastern Africa,Eastern Africa,5.152149,46.199616
2015-12-31,31,12,2015,6,1,6,1,14,1,1,1,Sickness and lack of access to medicines,"Hosingow, Somalia",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Eastern Africa,Eastern Africa,-0.023376,41.314087
2015-12-31,31,12,2015,2,4,6,4,14,1,1,1,Sho,"Sabha, Libya",MHub,2,Northern Africa,Northern Africa,27.497970695535003,14.518288600658
2015-12-30,30,12,2015,1,2,6,2,14,1,1,1,Drowning,"Found on Samos Island, Greece","Hellenic Coast Guard, via IOM Athens",5,Eastern Mediterranea,Uncategorized,37.757877,27.028391
2015-12-30,30,12,2015,1,7,6,7,14,1,1,1,Drowning,"Bodies recovered near Zarzis or Ben Gardane, Tunisia",IOM Tunisia,4,Central Mediterranea,Uncategorized,33.547016,11.098013
2015-12-30,30,12,2015,7,3,6,3,14,1,1,1,Murdered,"Between Querétaro and Celaya in the Mexican states of Querétaro and Guanajuato, respectively. Mexico",Scalabrinian migrant activists quoted in 24News.ca,1,Central America to US,Central America,20.692916,-100.251252
2015-12-29,29,12,2015,3,1,6,1,14,1,1,1,Skeletal remains,Pima County,Pima County Office of the Medical Examiner,5,Central America to US,Northern America,31.6214373,-111.9300934
2015-12-29,29,12,2015,3,1,6,1,14,1,1,1,Skeletal remains,Pima County,Pima County Office of the Medical Examiner,5,Central America to US,Northern America,31.6214373,-111.9300934
2015-12-29,29,12,2015,3,1,6,1,14,1,1,1,Skeletal remains,Pima County,Pima County Office of the Medical Examiner,5,Central America to US,Northern America,31.6214373,-111.9300934
2015-12-28,28,12,2015,1,4,6,4,14,3,1,1,Drowning,"Found on island of Fournoi, Greece","Hellenic Coast Guard, via IOM Athens",5,Eastern Mediterranea,Uncategorized,37.551464,26.507867
2015-12-28,28,12,2015,10,1,6,1,14,1,1,1,Crushed in back of truck,"Motorway near Dunkirque, France",El Siglo de Torreo,3,Western Europe,Western Europe,51.016352,2.399438
2015-12-28,28,12,2015,7,1,6,1,14,1,1,1,Unknown,"Train Station, Tapachula, Chiapas, Mexico",Quadratin Queretaro,1,Central America to US,Central America,14.893189,-92.27541
2015-12-28,28,12,2015,3,1,6,1,14,1,1,1,Skeletal remains,Pima County,Pima County Office of the Medical Examiner,5,Central America to US,Northern America,31.6214373,-111.9300934
2015-12-27,27,12,2015,1,1,6,1,14,1,1,1,Drowning,"Found on Fournoi Island, Greece",IOM Greece,4,Eastern Mediterranea,Uncategorized,37.593055,26.518854
2015-12-27,27,12,2015,2,1,6,1,14,1,1,1,Sho,Gaza Egypt border,Al Jazeera,1,Northern Africa,Northern Africa,31.30945,34.222756
2015-12-26,26,12,2015,8,1,13,13,14,1,12,1,Presumed drowning,"Between Artemisa, Cuba and Florida, USA",El Nuevo Herald,1,Uncategorized,Uncategorized,23.930804,-83.2694391
2015-12-25,25,12,2015,1,1,6,1,14,1,1,1,Drowning,"Found on Samos Island, Greece",Hellenic Coast Guaard vai IOM Athens,5,Eastern Mediterranea,Uncategorized,37.707325,27.000325
2015-12-25,25,12,2015,1,1,6,1,14,1,1,1,Drowning,"Found at Karlovasi port on Samos Island, Greece",Hellenic Coast Guaard vai IOM Athens,5,Eastern Mediterranea,Uncategorized,37.798058,26.69863
2015-12-25,25,12,2015,1,2,6,2,185,1,1,1,Unknown,Near Benzu in the north of Ceuta,Al Jazeera,1,Western Mediterranea,Uncategorized,35.91653,-5.372926
2015-12-24,24,12,2015,1,20,6,20,21,1,1,11,Drowning,Between Izmir province and Lesvos. About two miles off the Turkish coast when the boat began having trouble,EuronewsHurriyet Daily News,3,Eastern Mediterranea,Uncategorized,39.088957,26.781175
2015-12-24,24,12,2015,3,1,6,1,14,1,1,1,Drowning,"Rio Bravo, An area called las ‘‘cruces” under the puente internacional. Mexican side",Canal 6,1,Central America to US,Central America,32.0564631,-106.9800318
2015-12-24,24,12,2015,1,2,6,2,14,2,1,1,Drowning,"Found on Fournoi Island, Greece",Hellenic Coast Guaard vai IOM Athens,5,Eastern Mediterranea,Uncategorized,37.756132,26.960456
2015-12-24,24,12,2015,10,1,6,1,14,1,1,1,Vehicle Accide,Samos Island,IOM Athens,4,Uncategorized,Uncategorized,33.6312953,15.6154272
2015-12-23,23,12,2015,1,1,6,1,509,1,1,1,Drowning,"Brought to Augusta, Italy",UNHCR,4,Central Mediterranea,Uncategorized,36.179661,14.815938
2015-12-23,23,12,2015,1,1,6,1,14,1,1,1,Unknown,"Found on Fournoi Island, Greece",Hellenic Coast Guaard vai IOM Athens,5,Eastern Mediterranea,Uncategorized,37.566252,26.505769
2015-12-22,22,12,2015,1,2,6,2,69,1,1,1,Drowning,"Off the coast of Çe?me in ?zmir province. En route to Chios island, Greece",Hurriyet News,1,Eastern Mediterranea,Uncategorized,39.0245112,15.2969166
2015-12-22,22,12,2015,1,11,6,11,7,1,1,1,Drowning,"off the coast of Kusadasi, Turkey. En route to Samos, Greece",Hurriyet News,1,Eastern Mediterranea,Uncategorized,39.3805469,26.1861655
2015-12-22,22,12,2015,1,13,1,14,15,2,4,7,Drowning,off the coast of Farmakonisi islands,Hellenic Coast Guard via IOM Greece,5,Eastern Mediterranea,Uncategorized,37.2954,27.1127
2015-12-21,21,12,2015,1,1,6,1,14,1,1,1,Drowning,"Found on Kalymnos island, Greece",Hellenic Coast Guaard vai IOM Athens,5,Eastern Mediterranea,Uncategorized,37.576548,26.482196
2015-12-20,20,12,2015,1,1,6,1,14,1,1,1,Drowning,"Found on Fournoi Island, Greece",Hellenic Coast Guaard vai IOM Athens,5,Eastern Mediterranea,Uncategorized,37.63936947636,26.498112401514
2015-12-20,20,12,2015,2,2,6,2,14,1,1,1,"Shot, Stabbed","Kassala, Suda",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Northern Africa,Northern Africa,15.457275,36.387512
2015-12-20,20,12,2015,2,12,6,12,14,1,1,1,"Shot, Stabbed","Kufra, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Northern Africa,Northern Africa,23.321289,21.866882
2015-12-20,20,12,2015,2,36,6,36,14,1,1,1,"Shot, Stabbed","Sabha, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Northern Africa,Northern Africa,27.032288,14.456116
2015-12-20,20,12,2015,6,1,6,1,14,1,1,1,Sickness and lack of access to medicines,"Bahir Dar, Ethiopia",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Eastern Africa,Eastern Africa,11.57428,37.361328
2015-12-20,20,12,2015,2,3,6,3,14,1,1,1,Sickness and lack of access to medicines,"Ajdabiya, Libya",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Northern Africa,Northern Africa,30.214722,20.14032
2015-12-20,20,12,2015,2,1,6,1,14,1,1,1,Sickness and lack of access to medicines,"khartoum, Suda",Mixed Migration Monitoring Mechanism Initiative (4Mi),2,Northern Africa,Northern Africa,15.475708,32.550476
